fname,plate,mjd,fiberID,subClass,group
spec-0266-51630-0552.fits,266,51630,552,M4,cool
spec-0443-51873-0216.fits,443,51873,216,M1,cool
spec-0329-52056-0133.fits,329,52056,133,K3,cool
spec-0586-52023-0097.fits,586,52023,97,K7,cool
spec-0348-51671-0496.fits,348,51671,496,M9,cool
spec-0349-51699-0041.fits,349,51699,41,K5,cool
spec-0340-51990-0398.fits,340,51990,398,M5,cool
spec-0304-51957-0464.fits,304,51957,464,K3,cool
spec-0324-51616-0384.fits,324,51616,384,K3,cool
spec-0444-51883-0050.fits,444,51883,50,M3,cool
spec-0346-51693-0560.fits,346,51693,560,K3,cool
spec-0595-52023-0221.fits,595,52023,221,M7,cool
spec-0497-51989-0446.fits,497,51989,446,M7,cool
spec-0344-51693-0621.fits,344,51693,621,K3,cool
spec-0381-51811-0539.fits,381,51811,539,K5,cool
spec-0340-51691-0126.fits,340,51691,126,M0V,cool
spec-0422-51811-0207.fits,422,51811,207,M9,cool
spec-0313-51673-0006.fits,313,51673,6,M2,cool
spec-0467-51901-0468.fits,467,51901,468,M6,cool
spec-0635-52145-0211.fits,635,52145,211,K7,cool
spec-0433-51873-0185.fits,433,51873,185,M4,cool
spec-0541-51959-0362.fits,541,51959,362,K7,cool
spec-0412-52258-0465.fits,412,52258,465,M1,cool
spec-0348-51671-0218.fits,348,51671,218,K1,cool
spec-0337-51997-0447.fits,337,51997,447,K5,cool
spec-0304-51609-0280.fits,304,51609,280,K7,cool
spec-0348-51671-0449.fits,348,51671,449,M1,cool
spec-0443-51873-0409.fits,443,51873,409,K7,cool
spec-0328-52282-0351.fits,328,52282,351,M6,cool
spec-0324-51666-0172.fits,324,51666,172,K3,cool
spec-0348-51696-0348.fits,348,51696,348,K1,cool
spec-0364-52000-0035.fits,364,52000,35,M1,cool
spec-0547-51959-0055.fits,547,51959,55,M5,cool
spec-0295-51985-0014.fits,295,51985,14,M1,cool
spec-0345-51690-0409.fits,345,51690,409,K3,cool
spec-0324-51666-0231.fits,324,51666,231,M1,cool
spec-0405-51816-0173.fits,405,51816,173,M3,cool
spec-0401-51788-0376.fits,401,51788,376,M0,cool
spec-0324-51616-0432.fits,324,51616,432,K5,cool
spec-0409-51871-0264.fits,409,51871,264,K7,cool
spec-0529-52025-0624.fits,529,52025,624,M2,cool
spec-0359-51821-0400.fits,359,51821,400,M4,cool
spec-0505-52317-0088.fits,505,52317,88,M2,cool
spec-0355-51788-0391.fits,355,51788,391,M2,cool
spec-0406-51869-0590.fits,406,51869,590,M7,cool
spec-0324-51666-0615.fits,324,51666,615,M3,cool
spec-0604-52079-0358.fits,604,52079,358,M6,cool
spec-0541-51959-0215.fits,541,51959,215,M7,cool
spec-0568-52254-0485.fits,568,52254,485,K3,cool
spec-0311-51665-0422.fits,311,51665,422,K5,cool
spec-0332-52367-0471.fits,332,52367,471,M8,cool
spec-0504-52316-0069.fits,504,52316,69,M6,cool
spec-0409-51871-0603.fits,409,51871,603,K5,cool
spec-0579-52338-0425.fits,579,52338,425,M6,cool
spec-0503-51999-0066.fits,503,51999,66,M6,cool
spec-0410-51816-0131.fits,410,51816,131,M3,cool
spec-0412-51942-0306.fits,412,51942,306,M3,cool
spec-0503-51999-0427.fits,503,51999,427,M6,cool
spec-0467-51901-0580.fits,467,51901,580,M2,cool
spec-0542-51993-0320.fits,542,51993,320,M0,cool
spec-0285-51930-0536.fits,285,51930,536,M1,cool
spec-0396-51816-0339.fits,396,51816,339,M3,cool
spec-0564-52224-0028.fits,564,52224,28,M6,cool
spec-0564-52224-0326.fits,564,52224,326,M3,cool
spec-0497-51989-0090.fits,497,51989,90,M0,cool
spec-0596-52370-0429.fits,596,52370,429,M8,cool
spec-0615-52347-0428.fits,615,52347,428,M0V,cool
spec-0485-51909-0191.fits,485,51909,191,K3,cool
spec-0349-51699-0040.fits,349,51699,40,M4,cool
spec-0285-51663-0634.fits,285,51663,634,K1,cool
spec-0373-51788-0582.fits,373,51788,582,K5,cool
spec-0467-51901-0198.fits,467,51901,198,K7,cool
spec-0334-51993-0507.fits,334,51993,507,M8,cool
spec-0310-51990-0588.fits,310,51990,588,K7,cool
spec-0268-51633-0052.fits,268,51633,52,K5,cool
spec-0692-52201-0320.fits,692,52201,320,M3,cool
spec-0409-51871-0106.fits,409,51871,106,K5,cool
spec-0550-51959-0577.fits,550,51959,577,M6,cool
spec-0419-51879-0535.fits,419,51879,535,M3,cool
spec-0387-51791-0599.fits,387,51791,599,M2,cool
spec-0302-51616-0205.fits,302,51616,205,M7,cool
spec-0597-52059-0369.fits,597,52059,369,M3,cool
spec-0487-51943-0397.fits,487,51943,397,M5,cool
spec-0437-51869-0379.fits,437,51869,379,M5,cool
spec-0324-51666-0262.fits,324,51666,262,M0,cool
spec-0348-51671-0208.fits,348,51671,208,K5,cool
spec-0436-51883-0275.fits,436,51883,275,K5,cool
spec-0395-51783-0178.fits,395,51783,178,M0,cool
spec-0524-52027-0169.fits,524,52027,169,M9,cool
spec-0348-51696-0306.fits,348,51696,306,M4,cool
spec-0290-51941-0333.fits,290,51941,333,K3,cool
spec-0458-51929-0167.fits,458,51929,167,M7,cool
spec-0377-52145-0364.fits,377,52145,364,M3,cool
spec-0305-51613-0603.fits,305,51613,603,M9,cool
spec-0574-52366-0405.fits,574,52366,405,M6,cool
spec-0451-51908-0311.fits,451,51908,311,M5,cool
spec-0358-51818-0597.fits,358,51818,597,K5,cool
spec-0405-51816-0586.fits,405,51816,586,M7,cool
spec-0373-51788-0059.fits,373,51788,59,K7,cool
spec-0545-52202-0541.fits,545,52202,541,M9,cool
spec-0324-51616-0044.fits,324,51616,44,M3,cool
spec-0377-52145-0141.fits,377,52145,141,M3,cool
spec-0382-51816-0022.fits,382,51816,22,M8,cool
spec-0638-52081-0303.fits,638,52081,303,K3,cool
spec-0525-52029-0450.fits,525,52029,450,K7,cool
spec-0324-51666-0047.fits,324,51666,47,M0,cool
spec-0514-51994-0209.fits,514,51994,209,K1,cool
spec-0304-51609-0564.fits,304,51609,564,K1,cool
spec-0594-52027-0297.fits,594,52027,297,M1,cool
spec-0471-51924-0422.fits,471,51924,422,M0,cool
spec-0332-52367-0249.fits,332,52367,249,M7,cool
spec-0441-51868-0332.fits,441,51868,332,K7,cool
spec-0435-51882-0204.fits,435,51882,204,M0,cool
spec-0485-51909-0446.fits,485,51909,446,M5,cool
spec-0431-51877-0388.fits,431,51877,388,K5,cool
spec-0371-52078-0294.fits,371,52078,294,M5,cool
spec-0607-52368-0397.fits,607,52368,397,M3,cool
spec-0452-51911-0626.fits,452,51911,626,M6,cool
spec-0323-51615-0044.fits,323,51615,44,K3,cool
spec-0437-51876-0072.fits,437,51876,72,M5,cool
spec-0489-51930-0580.fits,489,51930,580,M0,cool
spec-0312-51689-0004.fits,312,51689,4,K7,cool
spec-0305-51613-0274.fits,305,51613,274,M1,cool
spec-0501-52235-0209.fits,501,52235,209,M8,cool
spec-0352-51789-0068.fits,352,51789,68,M3,cool
spec-0437-51876-0320.fits,437,51876,320,K5,cool
spec-0324-51616-0587.fits,324,51616,587,M1,cool
spec-0613-52345-0385.fits,613,52345,385,M5,cool
spec-0603-52056-0599.fits,603,52056,599,M6,cool
spec-0346-51693-0499.fits,346,51693,499,K3,cool
spec-0560-52296-0306.fits,560,52296,306,K3,cool
spec-0615-52347-0364.fits,615,52347,364,K7,cool
spec-0449-51900-0413.fits,449,51900,413,M0,cool
spec-0623-52051-0429.fits,623,52051,429,K1,cool
spec-0323-51615-0222.fits,323,51615,222,K3,cool
spec-0501-52235-0605.fits,501,52235,605,M7,cool
spec-0547-52207-0116.fits,547,52207,116,M5,cool
spec-0469-51913-0621.fits,469,51913,621,M6,cool
spec-0456-51910-0506.fits,456,51910,506,M6,cool
spec-0674-52201-0223.fits,674,52201,223,K3,cool
spec-0422-51811-0190.fits,422,51811,190,K5,cool
spec-0446-51899-0385.fits,446,51899,385,M2,cool
spec-0541-51959-0242.fits,541,51959,242,M9,cool
spec-0497-51989-0332.fits,497,51989,332,M6,cool
spec-0305-51613-0302.fits,305,51613,302,K3,cool
spec-0682-52525-0491.fits,682,52525,491,M2,cool
spec-0323-51615-0532.fits,323,51615,532,K7,cool
spec-0426-51882-0460.fits,426,51882,460,K5,cool
spec-0348-51696-0252.fits,348,51696,252,M8,cool
spec-0457-51901-0308.fits,457,51901,308,K5,cool
spec-0606-52365-0355.fits,606,52365,355,K3,cool
spec-0436-51883-0381.fits,436,51883,381,M5,cool
spec-0545-52202-0102.fits,545,52202,102,M5,cool
spec-0458-51929-0321.fits,458,51929,321,M7,cool
spec-0414-51901-0465.fits,414,51901,465,M4,cool
spec-0704-52205-0178.fits,704,52205,178,M4,cool
spec-0536-52024-0078.fits,536,52024,78,K7,cool
spec-0634-52164-0301.fits,634,52164,301,K7,cool
spec-0382-51816-0640.fits,382,51816,640,M0,cool
spec-0595-52023-0618.fits,595,52023,618,K7,cool
spec-0637-52174-0299.fits,637,52174,299,M4,cool
spec-0525-52029-0041.fits,525,52029,41,M5,cool
spec-0498-51973-0007.fits,498,51973,7,M6,cool
spec-0517-52024-0458.fits,517,52024,458,K7,cool
spec-0416-51811-0074.fits,416,51811,74,M3,cool
spec-0432-51884-0232.fits,432,51884,232,M6,cool
spec-0610-52056-0391.fits,610,52056,391,M6,cool
spec-0324-51666-0564.fits,324,51666,564,M4,cool
spec-0625-52145-0550.fits,625,52145,550,M3,cool
spec-0324-51666-0504.fits,324,51666,504,K7,cool
spec-0531-52028-0223.fits,531,52028,223,M6,cool
spec-0542-51993-0252.fits,542,51993,252,M6,cool
spec-0471-51924-0033.fits,471,51924,33,M1,cool
spec-0472-51955-0600.fits,472,51955,600,K1,cool
spec-0415-51810-0596.fits,415,51810,596,M5,cool
spec-0483-51902-0089.fits,483,51902,89,M6,cool
spec-0341-51690-0274.fits,341,51690,274,K7,cool
spec-0340-51990-0138.fits,340,51990,138,M3,cool
spec-0593-52026-0514.fits,593,52026,514,K7,cool
spec-0467-51901-0497.fits,467,51901,497,M5,cool
spec-0659-52199-0543.fits,659,52199,543,K5,cool
spec-0324-51666-0077.fits,324,51666,77,K5,cool
spec-0416-51885-0124.fits,416,51885,124,K7,cool
spec-0285-51930-0576.fits,285,51930,576,M0,cool
spec-0471-51924-0545.fits,471,51924,545,M2,cool
spec-0400-51820-0494.fits,400,51820,494,K7,cool
spec-0371-52078-0453.fits,371,52078,453,M7,cool
spec-0452-51911-0548.fits,452,51911,548,M5,cool
spec-0412-52254-0110.fits,412,52254,110,M3,cool
spec-0453-51915-0214.fits,453,51915,214,M2,cool
spec-0467-51901-0030.fits,467,51901,30,M6,cool
spec-0324-51666-0229.fits,324,51666,229,M4,cool
spec-0343-51692-0268.fits,343,51692,268,M9,cool
spec-0396-51816-0157.fits,396,51816,157,M1,cool
spec-0567-52252-0087.fits,567,52252,87,M5,cool
spec-0473-51929-0476.fits,473,51929,476,M8,cool
spec-0605-52353-0071.fits,605,52353,71,M7,cool
spec-0352-51694-0592.fits,352,51694,592,M4,cool
spec-0693-52254-0168.fits,693,52254,168,M2,cool
spec-0359-51821-0079.fits,359,51821,79,K5,cool
spec-0269-51910-0049.fits,269,51910,49,K1,cool
spec-0348-51671-0417.fits,348,51671,417,M9,cool
spec-0351-51780-0630.fits,351,51780,630,M1,cool
spec-0476-52027-0481.fits,476,52027,481,M7,cool
spec-0594-52027-0253.fits,594,52027,253,M8,cool
spec-0549-51981-0341.fits,549,51981,341,K3,cool
spec-0323-51615-0618.fits,323,51615,618,M0,cool
spec-0487-51943-0629.fits,487,51943,629,M3,cool
spec-0425-51884-0366.fits,425,51884,366,M3,cool
spec-0702-52178-0070.fits,702,52178,70,M2,cool
spec-0302-51688-0224.fits,302,51688,224,M6,cool
spec-0684-52523-0252.fits,684,52523,252,M3,cool
spec-0449-51900-0101.fits,449,51900,101,M4,cool
spec-0611-52055-0365.fits,611,52055,365,M6,cool
spec-0678-52884-0589.fits,678,52884,589,M6,cool
spec-0584-52049-0520.fits,584,52049,520,M3,cool
spec-0649-52201-0114.fits,649,52201,114,M4,cool
spec-0544-52201-0261.fits,544,52201,261,K1,cool
spec-0453-51915-0415.fits,453,51915,415,K5,cool
spec-0428-51883-0222.fits,428,51883,222,K5,cool
spec-0455-51909-0120.fits,455,51909,120,M6,cool
spec-0323-51615-0639.fits,323,51615,639,K7,cool
spec-0406-52238-0025.fits,406,52238,25,M3,cool
spec-0359-51821-0020.fits,359,51821,20,K7,cool
spec-0645-52203-0527.fits,645,52203,527,K3,cool
spec-0323-51615-0121.fits,323,51615,121,M1,cool
spec-0377-52145-0086.fits,377,52145,86,M4,cool
spec-0422-51878-0054.fits,422,51878,54,K7,cool
spec-0327-52294-0152.fits,327,52294,152,M0,cool
spec-0415-51879-0566.fits,415,51879,566,M5,cool
spec-0425-51898-0570.fits,425,51898,570,K7,cool
spec-0565-52225-0365.fits,565,52225,365,M6,cool
spec-0524-52027-0227.fits,524,52027,227,M5,cool
spec-0410-51816-0477.fits,410,51816,477,M7,cool
spec-0323-51615-0402.fits,323,51615,402,M1,cool
spec-0546-52205-0392.fits,546,52205,392,M6,cool
spec-0443-51873-0059.fits,443,51873,59,M2,cool
spec-0474-52000-0374.fits,474,52000,374,M0,cool
spec-0405-51816-0385.fits,405,51816,385,M4,cool
spec-0550-51959-0469.fits,550,51959,469,M6,cool
spec-0310-51990-0135.fits,310,51990,135,K1,cool
spec-0485-51909-0600.fits,485,51909,600,M6,cool
spec-0711-52202-0350.fits,711,52202,350,K5,cool
spec-0460-51924-0304.fits,460,51924,304,M6,cool
spec-0504-52316-0402.fits,504,52316,402,M6,cool
spec-0435-51882-0339.fits,435,51882,339,M9,cool
spec-0640-52200-0120.fits,640,52200,120,K5,cool
spec-0485-51909-0096.fits,485,51909,96,M6,cool
spec-0412-51931-0210.fits,412,51931,210,M4,cool
spec-0299-51671-0149.fits,299,51671,149,M9,cool
spec-0601-52316-0066.fits,601,52316,66,K5,cool
spec-0324-51666-0198.fits,324,51666,198,K3,cool
spec-0661-52163-0165.fits,661,52163,165,M0,cool
spec-0489-51930-0420.fits,489,51930,420,M2,cool
spec-0299-51671-0398.fits,299,51671,398,K1,cool
spec-0645-52203-0197.fits,645,52203,197,M6,cool
spec-0400-51820-0518.fits,400,51820,518,K3,cool
spec-0569-52264-0608.fits,569,52264,608,M6,cool
spec-0323-51615-0256.fits,323,51615,256,M1,cool
spec-0550-51959-0389.fits,550,51959,389,K7,cool
spec-0579-52338-0220.fits,579,52338,220,M5,cool
spec-0340-51691-0342.fits,340,51691,342,M2,cool
spec-0699-52202-0260.fits,699,52202,260,M6,cool
spec-0433-51873-0227.fits,433,51873,227,M6,cool
spec-0415-51879-0170.fits,415,51879,170,M0,cool
spec-0269-51581-0438.fits,269,51581,438,M3,cool
spec-0397-51794-0530.fits,397,51794,530,M4,cool
spec-0469-51913-0503.fits,469,51913,503,M6,cool
spec-0324-51616-0123.fits,324,51616,123,K5,cool
spec-0604-52079-0212.fits,604,52079,212,M7,cool
spec-0476-52027-0036.fits,476,52027,36,M9,cool
spec-0468-51912-0610.fits,468,51912,610,M7,cool
spec-0603-52056-0499.fits,603,52056,499,M6,cool
spec-0333-52313-0097.fits,333,52313,97,M2,cool
spec-0525-52029-0433.fits,525,52029,433,M6,cool
spec-0410-51877-0433.fits,410,51877,433,M4,cool
spec-0324-51666-0411.fits,324,51666,411,M3,cool
spec-0530-52026-0205.fits,530,52026,205,K5,cool
spec-0407-51820-0188.fits,407,51820,188,M3,cool
spec-0605-52353-0566.fits,605,52353,566,M6,cool
spec-0414-51901-0054.fits,414,51901,54,K5,cool
spec-0442-51882-0048.fits,442,51882,48,K5,cool
spec-0342-51691-0170.fits,342,51691,170,M7,cool
spec-0266-51602-0466.fits,266,51602,466,K5,cool
spec-0615-52347-0135.fits,615,52347,135,K7,cool
spec-0323-51615-0184.fits,323,51615,184,M1,cool
spec-0638-52081-0217.fits,638,52081,217,M1,cool
spec-0348-51671-0306.fits,348,51671,306,M3,cool
spec-0539-52017-0241.fits,539,52017,241,M3,cool
spec-0538-52029-0515.fits,538,52029,515,K5,cool
spec-0603-52056-0314.fits,603,52056,314,K5,cool
spec-0518-52282-0336.fits,518,52282,336,K5,cool
spec-0594-52027-0398.fits,594,52027,398,M6,cool
spec-0701-52179-0543.fits,701,52179,543,M4,cool
spec-0497-51989-0487.fits,497,51989,487,K1,cool
spec-0447-51877-0017.fits,447,51877,17,K7,cool
spec-0323-51615-0001.fits,323,51615,1,K5,cool
spec-0514-51994-0378.fits,514,51994,378,M2,cool
spec-0345-51690-0371.fits,345,51690,371,K1,cool
spec-0308-51662-0333.fits,308,51662,333,M2,cool
spec-0356-51779-0006.fits,356,51779,6,K7,cool
spec-0639-52146-0547.fits,639,52146,547,K5,cool
spec-0453-51915-0147.fits,453,51915,147,K7,cool
spec-0437-51869-0368.fits,437,51869,368,M6,cool
spec-0323-51615-0090.fits,323,51615,90,K5,cool
spec-0634-52149-0420.fits,634,52149,420,M4,cool
spec-0704-52205-0141.fits,704,52205,141,M4,cool
spec-0323-51615-0537.fits,323,51615,537,M0,cool
spec-0539-52017-0422.fits,539,52017,422,M0,cool
spec-0410-51877-0341.fits,410,51877,341,M9,cool
spec-0296-51578-0228.fits,296,51578,228,M1,cool
spec-0515-52051-0266.fits,515,52051,266,M9,cool
spec-0415-51810-0034.fits,415,51810,34,M7,cool
spec-0457-51901-0197.fits,457,51901,197,K7,cool
spec-0525-52295-0019.fits,525,52295,19,K1,cool
spec-0323-51615-0208.fits,323,51615,208,K1,cool
spec-0425-51898-0402.fits,425,51898,402,M7,cool
spec-0641-52199-0482.fits,641,52199,482,M4,cool
spec-0635-52145-0285.fits,635,52145,285,K3,cool
spec-0531-52028-0061.fits,531,52028,61,M6,cool
spec-0705-52200-0538.fits,705,52200,538,M2,cool
spec-0336-51999-0174.fits,336,51999,174,M1,cool
spec-0435-51882-0462.fits,435,51882,462,M8,cool
spec-0382-51816-0446.fits,382,51816,446,M8,cool
spec-0324-51616-0208.fits,324,51616,208,K7,cool
spec-0410-51816-0241.fits,410,51816,241,M7,cool
spec-0367-51997-0150.fits,367,51997,150,K5,cool
spec-0301-51942-0030.fits,301,51942,30,K1,cool
spec-0473-51929-0598.fits,473,51929,598,M5,cool
spec-0484-51907-0502.fits,484,51907,502,M6,cool
spec-0564-52224-0014.fits,564,52224,14,M7,cool
spec-0392-51793-0224.fits,392,51793,224,K3,cool
spec-0435-51882-0241.fits,435,51882,241,M1,cool
spec-0272-51941-0636.fits,272,51941,636,M6,cool
spec-0324-51666-0061.fits,324,51666,61,M1,cool
spec-0311-51665-0469.fits,311,51665,469,K5,cool
spec-0539-52017-0019.fits,539,52017,19,M5,cool
spec-0604-52079-0421.fits,604,52079,421,M6,cool
spec-0302-51616-0014.fits,302,51616,14,M5,cool
spec-0634-52164-0099.fits,634,52164,99,K3,cool
spec-0269-51581-0502.fits,269,51581,502,K7,cool
spec-0577-52367-0596.fits,577,52367,596,K5,cool
spec-0323-51615-0622.fits,323,51615,622,M0,cool
spec-0275-51910-0522.fits,275,51910,522,K7,cool
spec-0412-52235-0107.fits,412,52235,107,M3,cool
spec-0419-51812-0249.fits,419,51812,249,M3,cool
spec-0489-51930-0068.fits,489,51930,68,M7,cool
spec-0376-52143-0090.fits,376,52143,90,M2,cool
spec-0324-51666-0579.fits,324,51666,579,M3,cool
spec-0457-51901-0149.fits,457,51901,149,M5,cool
spec-0570-52266-0110.fits,570,52266,110,M9,cool
spec-0351-51780-0293.fits,351,51780,293,M1,cool
spec-0324-51616-0226.fits,324,51616,226,K7,cool
spec-0324-51666-0243.fits,324,51666,243,K1,cool
spec-0634-52164-0460.fits,634,52164,460,K1,cool
spec-0441-51868-0191.fits,441,51868,191,K5,cool
spec-0356-51779-0294.fits,356,51779,294,M2,cool
spec-0296-51984-0318.fits,296,51984,318,M1,cool
spec-0626-52057-0067.fits,626,52057,67,K3,cool
spec-0594-52045-0509.fits,594,52045,509,M2,cool
spec-0343-51692-0091.fits,343,51692,91,M0,cool
spec-0597-52059-0447.fits,597,52059,447,M5,cool
spec-0282-51658-0124.fits,282,51658,124,M3,cool
spec-0324-51666-0633.fits,324,51666,633,K1,cool
spec-0417-51821-0237.fits,417,51821,237,K5,cool
spec-0480-51989-0609.fits,480,51989,609,M8,cool
spec-0603-52056-0571.fits,603,52056,571,M7,cool
spec-0269-51581-0305.fits,269,51581,305,M1,cool
spec-0339-51692-0374.fits,339,51692,374,M8,cool
spec-0599-52317-0045.fits,599,52317,45,M2,cool
spec-0431-51877-0638.fits,431,51877,638,K1,cool
spec-0283-51959-0455.fits,283,51959,455,K7,cool
spec-0678-52884-0389.fits,678,52884,389,M3,cool
spec-0360-51816-0089.fits,360,51816,89,K3,cool
spec-0366-52017-0291.fits,366,52017,291,M2,cool
spec-0324-51666-0333.fits,324,51666,333,M1,cool
spec-0651-52141-0226.fits,651,52141,226,M8,cool
spec-0461-51910-0609.fits,461,51910,609,K7,cool
spec-0386-51788-0564.fits,386,51788,564,K7,cool
spec-0634-52164-0296.fits,634,52164,296,K1,cool
spec-0348-51696-0451.fits,348,51696,451,M2,cool
spec-0373-51788-0165.fits,373,51788,165,M3,cool
spec-0473-51929-0601.fits,473,51929,601,M6,cool
spec-0281-51614-0462.fits,281,51614,462,K3,cool
spec-0469-51913-0448.fits,469,51913,448,M5,cool
spec-0374-51791-0062.fits,374,51791,62,K1,cool
spec-0295-51985-0282.fits,295,51985,282,M2,cool
spec-0644-52149-0513.fits,644,52149,513,K7,cool
spec-0323-51615-0394.fits,323,51615,394,K5,cool
spec-0324-51616-0424.fits,324,51616,424,M1,cool
spec-0323-51615-0452.fits,323,51615,452,K5,cool
spec-0352-51789-0017.fits,352,51789,17,K7,cool
spec-0324-51666-0562.fits,324,51666,562,M4,cool
spec-0284-51943-0512.fits,284,51943,512,K7,cool
spec-0573-52325-0561.fits,573,52325,561,M6,cool
spec-0324-51616-0068.fits,324,51616,68,M3,cool
spec-0421-51821-0004.fits,421,51821,4,K7,cool
spec-0613-52345-0299.fits,613,52345,299,M2,cool
spec-0547-52207-0321.fits,547,52207,321,M2,cool
spec-0349-51699-0560.fits,349,51699,560,M4,cool
spec-0588-52045-0135.fits,588,52045,135,M1,cool
spec-0327-52294-0598.fits,327,52294,598,K3,cool
spec-0324-51616-0380.fits,324,51616,380,K5,cool
spec-0324-51616-0049.fits,324,51616,49,M1,cool
spec-0645-52203-0144.fits,645,52203,144,M6,cool
spec-0323-51615-0323.fits,323,51615,323,K7,cool
spec-0408-51821-0532.fits,408,51821,532,K7,cool
spec-0266-51630-0347.fits,266,51630,347,M3,cool
spec-0352-51789-0439.fits,352,51789,439,K3,cool
spec-0412-51936-0306.fits,412,51936,306,M5,cool
spec-0611-52055-0203.fits,611,52055,203,K1,cool
spec-0324-51666-0605.fits,324,51666,605,M0,cool
spec-0637-52174-0386.fits,637,52174,386,K3,cool
spec-0595-52023-0539.fits,595,52023,539,K7,cool
spec-0324-51616-0006.fits,324,51616,6,M0,cool
spec-0702-52178-0129.fits,702,52178,129,K7,cool
spec-0451-51908-0365.fits,451,51908,365,K1,cool
spec-0371-52078-0561.fits,371,52078,561,M1,cool
spec-0327-52294-0604.fits,327,52294,604,M2V,cool
spec-0602-52072-0279.fits,602,52072,279,M5,cool
spec-0431-51877-0325.fits,431,51877,325,K5,cool
spec-0582-52045-0051.fits,582,52045,51,M6,cool
spec-0296-51578-0065.fits,296,51578,65,M1,cool
spec-0615-52345-0397.fits,615,52345,397,K7,cool
spec-0323-51615-0150.fits,323,51615,150,M0,cool
spec-0481-51908-0586.fits,481,51908,586,M2,cool
spec-0414-51869-0594.fits,414,51869,594,K7,cool
spec-0327-52294-0327.fits,327,52294,327,K1,cool
spec-0304-51609-0609.fits,304,51609,609,M1,cool
spec-0647-52553-0232.fits,647,52553,232,M6,cool
spec-0412-51936-0327.fits,412,51936,327,K5,cool
spec-0309-51666-0320.fits,309,51666,320,M8,cool
spec-0546-52205-0626.fits,546,52205,626,M5,cool
spec-0268-51633-0324.fits,268,51633,324,K3,cool
spec-0367-51997-0123.fits,367,51997,123,M7,cool
spec-0371-52078-0006.fits,371,52078,6,K1,cool
spec-0431-51877-0511.fits,431,51877,511,M4,cool
spec-0539-52017-0372.fits,539,52017,372,M4,cool
spec-0415-51879-0003.fits,415,51879,3,M8,cool
spec-0648-52559-0308.fits,648,52559,308,M6,cool
spec-0419-51879-0010.fits,419,51879,10,K7,cool
spec-0381-51811-0383.fits,381,51811,383,M6,cool
spec-0425-51898-0338.fits,425,51898,338,K7,cool
spec-0323-51615-0498.fits,323,51615,498,K5,cool
spec-0473-51929-0348.fits,473,51929,348,K7,cool
spec-0409-51871-0149.fits,409,51871,149,M3,cool
spec-0611-52055-0250.fits,611,52055,250,K3,cool
spec-0309-51994-0104.fits,309,51994,104,M8,cool
spec-0640-52200-0503.fits,640,52200,503,K5,cool
spec-0596-52370-0112.fits,596,52370,112,M8,cool
spec-0346-51693-0502.fits,346,51693,502,K7,cool
spec-0702-52178-0314.fits,702,52178,314,M4,cool
spec-0404-51877-0180.fits,404,51877,180,M4,cool
spec-0417-51821-0246.fits,417,51821,246,M3,cool
spec-0364-52000-0536.fits,364,52000,536,K5,cool
spec-0406-52238-0264.fits,406,52238,264,K5,cool
spec-0498-51984-0588.fits,498,51984,588,M1,cool
spec-0422-51811-0058.fits,422,51811,58,M3,cool
spec-0547-52207-0008.fits,547,52207,8,M6,cool
spec-0416-51885-0513.fits,416,51885,513,M3,cool
spec-0324-51616-0506.fits,324,51616,506,M2,cool
spec-0323-51615-0197.fits,323,51615,197,K7,cool
spec-0596-52370-0459.fits,596,52370,459,M0,cool
spec-0340-51990-0433.fits,340,51990,433,M7,cool
spec-0339-51692-0030.fits,339,51692,30,M0,cool
spec-0415-51879-0178.fits,415,51879,178,K3,cool
spec-0323-51615-0191.fits,323,51615,191,M2,cool
spec-0345-51690-0414.fits,345,51690,414,K3,cool
spec-0607-52368-0490.fits,607,52368,490,K1,cool
spec-0324-51616-0101.fits,324,51616,101,M3,cool
spec-0484-51907-0531.fits,484,51907,531,M6,cool
spec-0653-52145-0312.fits,653,52145,312,M5,cool
spec-0419-51868-0535.fits,419,51868,535,M3,cool
spec-0653-52145-0564.fits,653,52145,564,M6,cool
spec-0598-52316-0056.fits,598,52316,56,K3,cool
spec-0410-51816-0147.fits,410,51816,147,M7,cool
spec-0324-51666-0451.fits,324,51666,451,M4,cool
spec-0296-51578-0182.fits,296,51578,182,M6,cool
spec-0422-51811-0091.fits,422,51811,91,K5,cool
spec-0401-51788-0095.fits,401,51788,95,M2,cool
spec-0367-51997-0508.fits,367,51997,508,K3,cool
spec-0589-52055-0628.fits,589,52055,628,K3,cool
spec-0412-51942-0071.fits,412,51942,71,M1,cool
spec-0523-52026-0289.fits,523,52026,289,M2,cool
spec-0471-51924-0465.fits,471,51924,465,M8,cool
spec-0435-51882-0161.fits,435,51882,161,M3,cool
spec-0310-51990-0618.fits,310,51990,618,K5,cool
spec-0502-51957-0430.fits,502,51957,430,M5,cool
spec-0541-51959-0317.fits,541,51959,317,M3,cool
spec-0376-52143-0074.fits,376,52143,74,M4,cool
spec-0459-51924-0219.fits,459,51924,219,M7,cool
spec-0572-52289-0378.fits,572,52289,378,K3,cool
spec-0324-51616-0220.fits,324,51616,220,K5,cool
spec-0559-52316-0583.fits,559,52316,583,M2V,cool
spec-0345-51690-0450.fits,345,51690,450,K1,cool
spec-0289-51990-0488.fits,289,51990,488,M8,cool
spec-0323-51615-0478.fits,323,51615,478,K5,cool
spec-0432-51884-0029.fits,432,51884,29,M7,cool
spec-0356-51779-0308.fits,356,51779,308,K1,cool
